student_id,course_id,mark,semester_number,predicted_mark,student_count_above_zero,course_count_above_zero,difference
34299,PHR 208,16.0,2,70.05056439101529,11,2107,54.050564391015286
34329,PHR 208,20.0,2,73.96857308289388,11,2107,53.96857308289388
33129,PHR 310,18.0,1,71.94248421579695,12,1794,53.94248421579695
7777,PHPP 642,2.0,2,55.50732625718865,33,1493,53.50732625718865
7154,PHR 015,86.0,1,33.846451078969224,65,1165,52.153548921030776
24786,PHPP 840,4.0,2,55.97200106693969,44,1115,51.97200106693969
5312,PHPP 840,2.0,1,53.940117571266256,42,1115,51.940117571266256
24752,PHPP 840,6.0,1,57.80261123378003,41,1115,51.80261123378003
28228,PHPT 535,13.0,2,64.78003837177896,25,1695,51.78003837177896
7654,PHPP 840,5.0,1,56.59050011072129,61,1115,51.59050011072129
28060,PHR 208,96.0,1,44.54914496163631,15,2107,51.45085503836369
33972,PHR 208,40.0,1,91.33858641112155,12,2107,51.338586411121554
12836,PHCC023,45.0,2,96.32895461852046,50,943,51.328954618520456
6880,PHE2,6.0,2,57.30489174027833,53,966,51.30489174027833
22677,PHPP 840,8.0,1,59.30426334188516,47,1115,51.30426334188516
7218,PHBM 552,6.0,1,56.96773334346328,42,1437,50.96773334346328
33129,PHAC 359,9.0,1,59.82184381292048,12,2088,50.82184381292048
29601,RQUE2,11.0,1,61.28295329670812,17,397,50.28295329670812
7823,PHR 310,26.0,1,76.13067481612595,30,1794,50.130674816125946
2732,PHAC 855,4.0,1,54.08494757156823,34,1303,50.08494757156823
6918,PHPT 535,6.0,2,55.86434127193593,41,1695,49.86434127193593
4972,PHCC 927,6.0,1,55.747916316816585,57,953,49.747916316816585
7368,PHCC 022,3.0,2,52.693293684656446,38,1344,49.693293684656446
