student_id,Lvl 1,Lvl 2,Lvl 3,Lvl 4,PHAC 358,PHAC 359,PHAC 457,PHAC 556,PHAC 855,PHBM 149,PHBM 250,PHBM 453,PHBM 552,PHBM 654,PHBM 751,PHBM 848,PHBM 947,PHCC 022,PHCC 121,PHCC 326,PHCC 629,PHCC 728,PHCC 924,PHCC 927,PHCC023,PHCC225,PHE1,PHE2,PHE3,PHE4,PHE5,PHE6,PHE7,PHPC 446,PHPC 545,PHPP 543,PHPP 642,PHPP 741,PHPP 839,PHPP 840,PHPT 030,PHPT 337,PHPT 436,PHPT 535,PHPT 638,PHPT 734,PHPT 833,PHPT 931,PHPT 932,PHR 015,PHR 016,PHR 017,PHR 104,PHR 206,PHR 208,PHR 209,PHR 310,PHR 319,PHR 405,PHR 420,PHR 512,PHR 718,PHR 913,PHR 914,RQU 103,RQU 207,RQU 211,RQU101,RQU102,RQUE1,RQUE2,RQUE3,RQUE4,RQUE5,RQUE6
2380,0.0,0.0,0.0,0.0,50.0,68.0,58.0,68.0,52.0,53.0,63.0,65.0,53.0,54.0,51.0,62.0,70.0,67.0,71.0,50.0,56.0,75.0,59.0,72.0,77.0,54.0,70.0,72.0,50.0,77.0,0.0,0.0,92.0,56.0,52.0,60.0,78.0,88.0,72.0,60.0,78.0,53.0,50.0,64.0,51.0,64.0,61.0,73.0,65.0,64.0,74.0,61.0,75.0,72.0,95.0,54.0,63.0,61.0,56.0,64.0,66.0,75.0,65.0,93.0,71.0,69.0,67.0,63.0,77.0,64.0,67.0,0.0,0.0,0.0,0.0
2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,0.0,0.0,0.0,0.0,66.0,68.0,78.0,77.0,73.0,55.0,80.0,66.0,71.0,56.0,77.0,79.0,80.0,75.0,50.0,52.0,78.0,72.0,72.0,59.0,88.0,50.0,89.0,82.0,96.0,85.0,0.0,0.0,92.0,53.0,68.0,64.0,70.0,74.0,74.0,76.0,73.0,50.0,65.0,62.0,83.0,57.0,66.0,72.0,77.0,92.0,75.0,80.0,51.0,81.0,100.0,70.0,60.0,56.0,77.0,64.0,76.0,69.0,71.0,94.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,85.0,0.0
2383,0.0,0.0,0.0,0.0,53.0,62.0,55.0,66.0,55.0,68.0,68.0,56.0,53.0,51.0,54.0,0.0,55.0,58.0,79.0,51.0,8.0,0.0,0.0,0.0,0.0,58.0,82.0,60.0,62.0,58.0,0.0,0.0,75.0,55.0,50.0,55.0,57.0,64.0,61.0,43.0,0.0,59.0,68.0,51.0,48.0,0.0,0.0,0.0,84.0,0.0,75.0,64.0,55.0,77.0,93.0,52.0,60.0,56.0,17.0,50.0,66.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,55.0,60.0,78.0,0.0,0.0,0.0,0.0
2712,0.0,0.0,0.0,0.0,79.0,62.0,71.0,86.0,91.0,67.0,81.0,82.0,83.0,91.0,77.0,79.0,78.0,89.0,76.0,64.0,79.0,74.0,83.0,76.0,85.0,82.0,82.0,76.0,88.0,0.0,89.0,0.0,81.0,85.0,79.0,78.0,73.0,81.0,69.0,77.0,88.0,64.0,67.0,75.0,84.0,70.0,77.0,83.0,82.0,61.0,89.0,94.0,70.0,83.0,92.0,57.0,81.0,61.0,70.0,68.0,82.0,90.0,67.0,94.0,83.0,73.0,88.0,80.0,75.0,92.0,85.0,0.0,0.0,0.0,0.0
2713,0.0,0.0,0.0,0.0,64.0,66.0,62.0,59.0,57.0,72.0,85.0,81.0,57.0,60.0,59.0,71.0,53.0,66.0,69.0,66.0,54.0,64.0,86.0,0.0,0.0,67.0,73.0,54.0,76.0,0.0,0.0,0.0,86.0,77.0,58.0,64.0,57.0,68.0,57.0,56.0,0.0,54.0,51.0,57.0,82.0,0.0,0.0,0.0,75.0,78.0,92.0,98.0,91.0,95.0,62.0,75.0,64.0,59.0,64.0,80.0,64.0,51.0,0.0,92.0,76.0,75.0,90.0,55.0,58.0,84.0,92.0,0.0,0.0,0.0,0.0
2714,0.0,0.0,0.0,0.0,82.0,69.0,81.0,80.0,91.0,76.0,85.0,90.0,81.0,92.0,82.0,87.0,90.0,92.0,73.0,85.0,90.0,90.0,79.0,84.0,92.0,74.0,96.0,89.0,97.0,0.0,91.0,0.0,88.0,83.0,85.0,90.0,94.0,93.0,76.0,94.0,92.0,84.0,93.0,82.0,82.0,73.0,79.0,80.0,90.0,97.0,93.0,95.0,54.0,93.0,91.0,61.0,90.0,68.0,80.0,90.0,86.0,90.0,82.0,94.0,87.0,78.0,98.0,85.0,89.0,99.0,99.0,0.0,0.0,0.0,0.0
2715,0.0,0.0,0.0,0.0,52.0,82.0,72.0,0.0,0.0,57.0,72.0,52.0,55.0,64.0,0.0,59.0,0.0,0.0,71.0,81.0,43.0,0.0,0.0,0.0,0.0,54.0,76.0,0.0,0.0,0.0,0.0,0.0,65.0,46.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,66.0,54.0,74.0,6.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,65.0,62.0,59.0,59.0,78.0,69.0,0.0,54.0,63.0,0.0,0.0,0.0,74.0,65.0,92.0,70.0,84.0,0.0,0.0,0.0,0.0,74.0,58.0
2716,0.0,0.0,0.0,0.0,60.0,54.0,63.0,72.0,60.0,55.0,75.0,60.0,53.0,80.0,71.0,64.0,71.0,85.0,66.0,76.0,74.0,60.0,69.0,62.0,87.0,59.0,93.0,63.0,77.0,72.0,0.0,0.0,92.0,55.0,72.0,64.0,68.0,77.0,73.0,61.0,80.0,55.0,65.0,72.0,78.0,69.0,74.0,70.0,80.0,77.0,96.0,80.0,54.0,74.0,79.0,59.0,60.0,50.0,59.0,54.0,79.0,71.0,65.0,93.0,73.0,55.0,93.0,56.0,66.0,60.0,94.0,0.0,0.0,0.0,0.0
2717,0.0,0.0,0.0,0.0,55.0,57.0,58.0,67.0,67.0,56.0,68.0,82.0,79.0,64.0,80.0,55.0,65.0,84.0,70.0,60.0,75.0,76.0,66.0,69.0,74.0,88.0,79.0,65.0,73.0,0.0,86.0,0.0,55.0,59.0,82.0,75.0,58.0,76.0,68.0,63.0,69.0,54.0,61.0,68.0,87.0,56.0,65.0,64.0,58.0,93.0,76.0,72.0,54.0,73.0,65.0,58.0,73.0,62.0,79.0,62.0,74.0,69.0,71.0,94.0,73.0,79.0,85.0,82.0,81.0,81.0,99.0,0.0,0.0,0.0,0.0
2718,0.0,0.0,0.0,0.0,65.0,65.0,73.0,75.0,80.0,51.0,68.0,83.0,90.0,77.0,66.0,87.0,78.0,85.0,72.0,75.0,75.0,64.0,85.0,61.0,87.0,71.0,74.0,0.0,89.0,64.0,78.0,0.0,96.0,65.0,70.0,61.0,65.0,73.0,70.0,69.0,80.0,62.0,69.0,65.0,84.0,70.0,70.0,81.0,83.0,83.0,73.0,72.0,79.0,78.0,73.0,59.0,65.0,63.0,64.0,80.0,75.0,79.0,74.0,93.0,77.0,78.0,80.0,76.0,71.0,0.0,0.0,88.0,0.0,77.0,0.0
2719,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,65.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,0.0,0.0,0.0,0.0,59.0,73.0,68.0,71.0,65.0,53.0,60.0,72.0,77.0,82.0,67.0,65.0,68.0,78.0,60.0,67.0,61.0,54.0,75.0,56.0,86.0,59.0,68.0,64.0,74.0,66.0,0.0,0.0,96.0,55.0,63.0,70.0,66.0,67.0,52.0,64.0,80.0,54.0,61.0,56.0,68.0,62.0,62.0,60.0,74.0,72.0,79.0,76.0,65.0,74.0,87.0,55.0,60.0,55.0,65.0,58.0,56.0,72.0,64.0,93.0,75.0,50.0,93.0,60.0,65.0,86.0,84.0,0.0,0.0,0.0,0.0
2721,0.0,0.0,0.0,0.0,78.0,81.0,70.0,77.0,65.0,72.0,84.0,82.0,74.0,71.0,66.0,69.0,71.0,70.0,96.0,85.0,71.0,53.0,79.0,64.0,90.0,81.0,98.0,68.0,86.0,83.0,0.0,0.0,93.0,80.0,78.0,65.0,62.0,62.0,61.0,57.0,83.0,83.0,69.0,86.0,69.0,52.0,70.0,67.0,66.0,59.0,80.0,76.0,95.0,92.0,97.0,70.0,90.0,71.0,65.0,81.0,77.0,74.0,71.0,93.0,85.0,84.0,96.0,81.0,97.0,96.0,92.0,0.0,0.0,0.0,0.0
2722,0.0,0.0,0.0,0.0,61.0,71.0,80.0,83.0,59.0,69.0,72.0,85.0,85.0,62.0,79.0,59.0,64.0,79.0,74.0,65.0,80.0,60.0,62.0,70.0,78.0,60.0,94.0,73.0,71.0,71.0,0.0,0.0,74.0,74.0,70.0,60.0,56.0,69.0,67.0,65.0,73.0,58.0,70.0,76.0,86.0,59.0,69.0,69.0,73.0,74.0,90.0,82.0,87.0,96.0,86.0,58.0,56.0,61.0,68.0,75.0,72.0,70.0,70.0,93.0,73.0,60.0,90.0,65.0,72.0,95.0,99.0,0.0,0.0,0.0,0.0
2723,0.0,0.0,0.0,0.0,82.0,77.0,75.0,71.0,69.0,80.0,90.0,91.0,87.0,94.0,76.0,80.0,80.0,85.0,83.0,88.0,74.0,75.0,75.0,56.0,72.0,79.0,96.0,71.0,96.0,84.0,0.0,0.0,86.0,85.0,87.0,80.0,71.0,75.0,54.0,82.0,75.0,85.0,89.0,74.0,72.0,53.0,59.0,65.0,87.0,50.0,82.0,75.0,83.0,88.0,98.0,76.0,86.0,81.0,70.0,90.0,93.0,53.0,69.0,87.0,81.0,86.0,91.0,91.0,75.0,88.0,100.0,0.0,0.0,0.0,0.0
2724,0.0,0.0,0.0,0.0,64.0,73.0,66.0,80.0,78.0,72.0,75.0,60.0,80.0,84.0,72.0,67.0,73.0,83.0,87.0,69.0,84.0,75.0,79.0,60.0,80.0,71.0,80.0,80.0,85.0,62.0,0.0,0.0,95.0,60.0,71.0,76.0,82.0,70.0,71.0,88.0,76.0,77.0,62.0,81.0,77.0,58.0,71.0,73.0,88.0,88.0,77.0,93.0,71.0,87.0,90.0,72.0,72.0,60.0,76.0,72.0,87.0,87.0,69.0,95.0,74.0,76.0,94.0,63.0,74.0,89.0,97.0,0.0,0.0,0.0,0.0
2725,0.0,0.0,0.0,0.0,66.0,58.0,50.0,59.0,58.0,56.0,54.0,51.0,66.0,78.0,69.0,0.0,0.0,52.0,63.0,61.0,53.0,58.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,60.0,57.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,50.0,72.0,71.0,0.0,0.0,0.0,91.0,0.0,0.0,51.0,85.0,62.0,66.0,53.0,38.0,66.0,61.0,0.0,69.0,68.0,0.0,0.0,76.0,52.0,88.0,52.0,57.0,81.0,70.0,0.0,0.0,0.0,0.0
2726,0.0,0.0,0.0,0.0,56.0,56.0,51.0,64.0,53.0,58.0,59.0,55.0,54.0,87.0,68.0,51.0,54.0,58.0,65.0,52.0,50.0,57.0,66.0,0.0,0.0,50.0,0.0,0.0,76.0,0.0,0.0,0.0,71.0,51.0,64.0,59.0,58.0,0.0,0.0,0.0,0.0,61.0,50.0,50.0,68.0,44.0,0.0,0.0,50.0,0.0,75.0,45.0,69.0,72.0,95.0,61.0,61.0,55.0,55.0,60.0,59.0,57.0,61.0,92.0,84.0,72.0,81.0,67.0,69.0,87.0,52.0,0.0,0.0,0.0,0.0
2727,0.0,0.0,0.0,0.0,55.0,74.0,56.0,64.0,42.0,53.0,55.0,55.0,52.0,75.0,70.0,0.0,49.0,55.0,66.0,61.0,50.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,54.0,0.0,0.0,0.0,81.0,54.0,50.0,58.0,56.0,52.0,0.0,0.0,0.0,53.0,61.0,50.0,55.0,40.0,0.0,0.0,90.0,0.0,68.0,52.0,59.0,68.0,71.0,58.0,67.0,57.0,60.0,59.0,66.0,0.0,52.0,0.0,82.0,53.0,88.0,64.0,59.0,0.0,89.0,0.0,0.0,0.0,0.0
2728,0.0,0.0,0.0,0.0,63.0,74.0,65.0,70.0,51.0,53.0,66.0,50.0,54.0,59.0,72.0,60.0,0.0,66.0,54.0,65.0,53.0,57.0,68.0,58.0,65.0,50.0,96.0,0.0,65.0,48.0,0.0,0.0,86.0,67.0,50.0,51.0,50.0,50.0,50.0,59.0,0.0,63.0,51.0,52.0,55.0,54.0,0.0,0.0,62.0,75.0,65.0,69.0,54.0,51.0,50.0,58.0,90.0,55.0,63.0,53.0,78.0,67.0,0.0,91.0,67.0,56.0,94.0,76.0,67.0,0.0,58.0,0.0,0.0,78.0,0.0
2729,0.0,0.0,0.0,0.0,55.0,50.0,59.0,82.0,76.0,50.0,73.0,71.0,82.0,90.0,71.0,78.0,66.0,73.0,78.0,70.0,51.0,68.0,67.0,62.0,66.0,70.0,70.0,73.0,94.0,0.0,83.0,0.0,78.0,74.0,77.0,62.0,70.0,58.0,61.0,80.0,61.0,67.0,66.0,69.0,58.0,58.0,61.0,70.0,64.0,95.0,84.0,88.0,51.0,71.0,91.0,58.0,91.0,60.0,66.0,53.0,80.0,58.0,58.0,93.0,86.0,89.0,94.0,92.0,72.0,91.0,95.0,0.0,0.0,0.0,0.0
2730,0.0,0.0,0.0,0.0,69.0,68.0,66.0,76.0,74.0,60.0,81.0,67.0,87.0,54.0,75.0,66.0,83.0,72.0,81.0,71.0,73.0,83.0,74.0,67.0,82.0,79.0,87.0,75.0,91.0,82.0,0.0,0.0,100.0,58.0,75.0,68.0,67.0,69.0,66.0,79.0,75.0,68.0,61.0,70.0,76.0,63.0,74.0,83.0,83.0,87.0,85.0,88.0,81.0,82.0,87.0,64.0,74.0,50.0,76.0,80.0,80.0,73.0,72.0,94.0,75.0,80.0,77.0,90.0,75.0,0.0,95.0,0.0,0.0,88.0,0.0
2731,0.0,0.0,0.0,0.0,61.0,61.0,57.0,63.0,64.0,52.0,80.0,61.0,76.0,76.0,63.0,55.0,57.0,55.0,54.0,60.0,79.0,60.0,64.0,87.0,72.0,71.0,86.0,61.0,46.0,70.0,0.0,77.0,87.0,51.0,58.0,63.0,52.0,60.0,52.0,51.0,58.0,50.0,67.0,68.0,58.0,54.0,53.0,57.0,57.0,61.0,75.0,73.0,77.0,95.0,100.0,63.0,77.0,60.0,57.0,76.0,90.0,64.0,57.0,92.0,85.0,73.0,81.0,73.0,62.0,77.0,90.0,0.0,0.0,0.0,0.0
2732,0.0,0.0,0.0,0.0,58.0,53.0,57.0,58.0,46.0,59.0,62.0,53.0,0.0,74.0,0.0,0.0,0.0,0.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,84.0,66.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,56.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,80.0,64.0,71.0,68.0,52.0,48.0,54.0,0.0,0.0,84.0,0.0,0.0,0.0,71.0,72.0,95.0,56.0,65.0,86.0,85.0,0.0,0.0,0.0,0.0
2733,0.0,0.0,0.0,0.0,50.0,57.0,66.0,0.0,0.0,59.0,67.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,67.0,15.0,56.0,48.0,0.0,0.0,0.0,0.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,54.0,55.0,0.0,56.0,53.0,53.0,0.0,0.0,64.0,0.0,0.0,0.0,66.0,43.0,75.0,50.0,52.0,76.0,66.0,0.0,0.0,0.0,0.0
2734,0.0,0.0,0.0,0.0,89.0,88.0,93.0,90.0,92.0,78.0,86.0,92.0,93.0,87.0,92.0,87.0,95.0,95.0,88.0,85.0,83.0,82.0,82.0,74.0,91.0,92.0,85.0,86.0,98.0,84.0,0.0,0.0,99.0,88.0,97.0,93.0,93.0,87.0,71.0,83.0,81.0,91.0,86.0,90.0,87.0,68.0,80.0,89.0,90.0,94.0,98.0,89.0,85.0,96.0,97.0,78.0,95.0,81.0,74.0,87.0,98.0,79.0,79.0,93.0,90.0,86.0,98.0,86.0,91.0,0.0,0.0,93.0,0.0,96.0,0.0
2735,0.0,0.0,0.0,0.0,54.0,50.0,69.0,73.0,56.0,60.0,70.0,78.0,54.0,66.0,56.0,50.0,60.0,62.0,69.0,57.0,52.0,69.0,52.0,51.0,68.0,64.0,93.0,0.0,58.0,65.0,68.0,0.0,90.0,54.0,66.0,62.0,57.0,63.0,61.0,60.0,66.0,72.0,69.0,62.0,53.0,53.0,58.0,61.0,65.0,71.0,76.0,61.0,68.0,77.0,76.0,57.0,63.0,55.0,60.0,59.0,51.0,57.0,65.0,93.0,85.0,63.0,85.0,64.0,88.0,0.0,89.0,0.0,0.0,73.0,0.0
2736,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,63.0,79.0,66.0,61.0,0.0,0.0,0.0,0.0,0.0,68.0,62.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,68.0,57.0,35.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,60.0,61.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,50.0,82.0,53.0,72.0,69.0,0.0,0.0,0.0,76.0,0.0
2737,0.0,0.0,0.0,0.0,58.0,54.0,66.0,74.0,53.0,55.0,64.0,70.0,65.0,86.0,65.0,56.0,68.0,64.0,79.0,55.0,54.0,53.0,69.0,54.0,73.0,64.0,72.0,58.0,68.0,74.0,56.0,0.0,0.0,80.0,59.0,72.0,70.0,71.0,74.0,55.0,66.0,50.0,53.0,57.0,56.0,51.0,62.0,55.0,75.0,92.0,63.0,71.0,60.0,74.0,70.0,88.0,63.0,66.0,66.0,64.0,72.0,85.0,56.0,94.0,70.0,86.0,72.0,83.0,70.0,79.0,72.0,0.0,0.0,0.0,0.0
2738,0.0,0.0,0.0,0.0,66.0,87.0,74.0,88.0,87.0,59.0,74.0,82.0,96.0,98.0,95.0,95.0,82.0,94.0,67.0,69.0,92.0,84.0,93.0,86.0,95.0,77.0,86.0,84.0,90.0,97.0,0.0,0.0,97.0,91.0,82.0,72.0,89.0,95.0,85.0,92.0,96.0,71.0,84.0,91.0,98.0,84.0,93.0,90.0,90.0,56.0,97.0,96.0,91.0,75.0,97.0,61.0,74.0,71.0,74.0,84.0,97.0,96.0,88.0,94.0,90.0,66.0,92.0,74.0,76.0,88.0,94.0,0.0,0.0,0.0,0.0
2739,0.0,0.0,0.0,0.0,67.0,62.0,58.0,50.0,49.0,57.0,52.0,52.0,58.0,74.0,90.0,0.0,54.0,66.0,65.0,51.0,55.0,61.0,72.0,68.0,74.0,66.0,66.0,0.0,73.0,0.0,0.0,0.0,79.0,60.0,70.0,52.0,53.0,31.0,0.0,31.0,54.0,59.0,60.0,53.0,59.0,53.0,66.0,77.0,77.0,78.0,69.0,77.0,73.0,83.0,93.0,70.0,66.0,53.0,47.0,53.0,57.0,54.0,0.0,0.0,68.0,65.0,84.0,69.0,87.0,72.0,91.0,0.0,0.0,0.0,0.0
2740,0.0,0.0,0.0,0.0,71.0,69.0,73.0,78.0,68.0,62.0,59.0,66.0,85.0,71.0,71.0,79.0,88.0,65.0,73.0,76.0,53.0,72.0,55.0,66.0,84.0,62.0,96.0,75.0,88.0,77.0,0.0,0.0,78.0,75.0,91.0,75.0,68.0,75.0,62.0,68.0,80.0,84.0,81.0,81.0,69.0,60.0,66.0,64.0,81.0,63.0,87.0,79.0,79.0,97.0,95.0,67.0,91.0,63.0,72.0,82.0,93.0,84.0,55.0,93.0,76.0,66.0,98.0,75.0,72.0,93.0,100.0,0.0,0.0,0.0,0.0
2741,0.0,0.0,0.0,0.0,69.0,79.0,74.0,75.0,82.0,74.0,69.0,94.0,81.0,81.0,91.0,87.0,84.0,86.0,76.0,58.0,78.0,80.0,78.0,76.0,95.0,78.0,94.0,93.0,93.0,76.0,0.0,0.0,97.0,74.0,91.0,87.0,82.0,87.0,79.0,81.0,79.0,74.0,71.0,82.0,91.0,79.0,78.0,85.0,82.0,80.0,84.0,93.0,95.0,86.0,86.0,66.0,92.0,67.0,74.0,87.0,90.0,79.0,79.0,95.0,82.0,61.0,81.0,68.0,72.0,95.0,100.0,0.0,0.0,0.0,0.0
2742,0.0,0.0,0.0,0.0,68.0,71.0,88.0,86.0,84.0,78.0,81.0,84.0,91.0,87.0,77.0,83.0,87.0,86.0,69.0,77.0,91.0,79.0,75.0,78.0,86.0,79.0,97.0,93.0,90.0,0.0,87.0,0.0,82.0,71.0,81.0,86.0,74.0,90.0,78.0,86.0,89.0,78.0,78.0,85.0,80.0,76.0,87.0,82.0,90.0,92.0,91.0,91.0,91.0,89.0,100.0,67.0,73.0,69.0,84.0,82.0,76.0,81.0,80.0,94.0,92.0,72.0,98.0,80.0,73.0,95.0,0.0,0.0,0.0,73.0,0.0
2743,0.0,0.0,0.0,0.0,68.0,73.0,73.0,86.0,90.0,66.0,90.0,84.0,84.0,89.0,90.0,85.0,90.0,92.0,77.0,82.0,89.0,92.0,96.0,88.0,97.0,86.0,100.0,93.0,98.0,90.0,0.0,0.0,99.0,74.0,92.0,91.0,90.0,94.0,89.0,91.0,92.0,82.0,74.0,89.0,95.0,87.0,85.0,87.0,89.0,84.0,90.0,84.0,71.0,94.0,85.0,70.0,72.0,83.0,82.0,77.0,87.0,88.0,83.0,94.0,81.0,56.0,98.0,65.0,66.0,99.0,95.0,0.0,0.0,0.0,0.0
2744,0.0,0.0,0.0,0.0,66.0,63.0,50.0,69.0,51.0,55.0,57.0,57.0,56.0,65.0,51.0,50.0,53.0,58.0,60.0,55.0,53.0,46.0,0.0,0.0,0.0,74.0,79.0,69.0,66.0,69.0,0.0,0.0,85.0,50.0,54.0,50.0,57.0,68.0,60.0,50.0,0.0,50.0,63.0,56.0,54.0,49.0,0.0,0.0,64.0,72.0,70.0,88.0,66.0,63.0,61.0,53.0,50.0,54.0,55.0,55.0,67.0,61.0,46.0,94.0,62.0,57.0,79.0,62.0,68.0,0.0,90.0,0.0,0.0,72.0,0.0
2745,0.0,0.0,0.0,0.0,73.0,82.0,73.0,77.0,79.0,68.0,72.0,76.0,81.0,75.0,83.0,80.0,80.0,86.0,86.0,78.0,77.0,69.0,79.0,75.0,92.0,76.0,95.0,90.0,100.0,82.0,0.0,0.0,69.0,76.0,82.0,83.0,65.0,76.0,73.0,72.0,89.0,79.0,73.0,87.0,91.0,58.0,81.0,83.0,92.0,99.0,84.0,90.0,87.0,83.0,88.0,57.0,84.0,50.0,81.0,78.0,89.0,93.0,83.0,94.0,81.0,93.0,97.0,90.0,76.0,0.0,94.0,92.0,0.0,0.0,0.0
2746,0.0,0.0,0.0,0.0,73.0,77.0,73.0,75.0,70.0,50.0,74.0,68.0,87.0,88.0,71.0,55.0,55.0,68.0,69.0,61.0,65.0,60.0,61.0,59.0,71.0,67.0,75.0,65.0,73.0,64.0,0.0,0.0,85.0,68.0,73.0,67.0,55.0,62.0,65.0,54.0,68.0,67.0,61.0,64.0,65.0,51.0,61.0,58.0,67.0,61.0,72.0,68.0,83.0,68.0,94.0,66.0,66.0,68.0,55.0,66.0,59.0,58.0,60.0,95.0,74.0,62.0,73.0,55.0,72.0,0.0,97.0,0.0,0.0,73.0,0.0
2747,0.0,0.0,0.0,0.0,86.0,88.0,93.0,92.0,87.0,77.0,88.0,87.0,90.0,80.0,87.0,75.0,81.0,83.0,85.0,78.0,78.0,82.0,92.0,77.0,98.0,79.0,99.0,84.0,96.0,87.0,0.0,0.0,99.0,90.0,97.0,91.0,79.0,81.0,85.0,90.0,86.0,92.0,86.0,87.0,78.0,74.0,79.0,79.0,80.0,72.0,93.0,95.0,75.0,88.0,96.0,69.0,89.0,77.0,78.0,92.0,99.0,66.0,70.0,94.0,84.0,73.0,98.0,83.0,90.0,95.0,0.0,0.0,0.0,98.0,0.0
2748,0.0,0.0,0.0,0.0,84.0,75.0,83.0,93.0,91.0,78.0,87.0,92.0,88.0,98.0,91.0,87.0,88.0,92.0,74.0,84.0,80.0,76.0,84.0,89.0,94.0,89.0,100.0,86.0,99.0,0.0,78.0,0.0,94.0,89.0,86.0,74.0,82.0,87.0,81.0,95.0,90.0,82.0,96.0,89.0,91.0,85.0,79.0,87.0,86.0,90.0,92.0,88.0,82.0,93.0,96.0,73.0,99.0,76.0,85.0,96.0,97.0,81.0,77.0,95.0,89.0,94.0,99.0,95.0,84.0,98.0,100.0,0.0,0.0,0.0,0.0
2749,0.0,0.0,0.0,0.0,88.0,96.0,97.0,89.0,87.0,86.0,96.0,94.0,98.0,96.0,92.0,96.0,92.0,97.0,96.0,95.0,98.0,87.0,96.0,86.0,96.0,96.0,93.0,91.0,99.0,87.0,0.0,0.0,100.0,85.0,96.0,99.0,95.0,88.0,86.0,91.0,90.0,89.0,87.0,96.0,92.0,97.0,85.0,93.0,95.0,95.0,95.0,96.0,96.0,99.0,99.0,92.0,98.0,85.0,83.0,88.0,96.0,95.0,79.0,95.0,92.0,92.0,98.0,88.0,97.0,99.0,100.0,0.0,0.0,0.0,0.0
2750,0.0,0.0,0.0,0.0,79.0,83.0,72.0,81.0,90.0,81.0,81.0,76.0,85.0,91.0,77.0,88.0,91.0,85.0,80.0,80.0,87.0,69.0,71.0,70.0,92.0,76.0,89.0,94.0,97.0,81.0,0.0,0.0,99.0,84.0,91.0,90.0,88.0,76.0,73.0,86.0,69.0,68.0,83.0,91.0,95.0,80.0,85.0,79.0,87.0,52.0,96.0,97.0,86.0,93.0,100.0,72.0,88.0,69.0,68.0,85.0,89.0,78.0,66.0,95.0,85.0,70.0,97.0,76.0,92.0,95.0,96.0,0.0,0.0,0.0,0.0
2751,0.0,0.0,0.0,0.0,75.0,62.0,68.0,61.0,0.0,51.0,66.0,55.0,51.0,13.0,0.0,40.0,0.0,44.0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,64.0,56.0,0.0,48.0,0.0,0.0,0.0,75.0,61.0,54.0,51.0,40.0,0.0,0.0,0.0,0.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,78.0,73.0,78.0,71.0,52.0,52.0,12.0,0.0,76.0,41.0,0.0,0.0,86.0,50.0,89.0,60.0,65.0,55.0,95.0,0.0,0.0,0.0,0.0
