student_id,Lvl 1,Lvl 2,Lvl 3,Lvl 4,PHAC 358,PHAC 359,PHAC 457,PHAC 556,PHAC 855,PHBM 149,PHBM 250,PHBM 453,PHBM 552,PHBM 654,PHBM 751,PHBM 848,PHBM 947,PHCC 022,PHCC 121,PHCC 326,PHCC 629,PHCC 728,PHCC 924,PHCC 927,PHCC023,PHCC225,PHE1,PHE2,PHE3,PHE4,PHE5,PHE6,PHE7,PHPC 446,PHPC 545,PHPP 543,PHPP 642,PHPP 741,PHPP 839,PHPP 840,PHPT 030,PHPT 337,PHPT 436,PHPT 535,PHPT 638,PHPT 734,PHPT 833,PHPT 931,PHPT 932,PHR 015,PHR 016,PHR 017,PHR 104,PHR 206,PHR 208,PHR 209,PHR 310,PHR 319,PHR 405,PHR 420,PHR 512,PHR 718,PHR 913,PHR 914,RQU 103,RQU 207,RQU 211,RQU101,RQU102,RQUE1,RQUE2,RQUE3,RQUE4,RQUE5,RQUE6
656,0.0,0.0,0.0,0.0,81.0,71.0,74.0,68.0,86.0,70.0,78.0,86.0,60.0,79.0,77.0,68.0,76.0,92.0,65.0,79.0,80.0,84.0,79.0,69.0,74.0,78.0,87.0,84.0,68.0,0.0,87.0,0.0,81.0,77.0,77.0,67.0,63.0,73.0,78.0,73.0,78.0,84.0,91.0,78.0,85.0,86.0,77.0,72.0,84.0,79.0,90.0,73.0,71.0,71.0,81.0,75.0,86.0,83.0,87.0,84.0,62.0,81.0,66.0,93.0,75.0,83.0,94.0,82.0,74.0,69.0,0.0,0.0,0.0,79.0,0.0
657,0.0,0.0,0.0,0.0,75.0,71.0,77.0,71.0,87.0,71.0,79.0,83.0,60.0,84.0,83.0,73.0,77.0,89.0,60.0,79.0,80.0,84.0,84.0,73.0,81.0,86.0,81.0,84.0,80.0,0.0,88.0,0.0,78.0,87.0,82.0,73.0,61.0,83.0,74.0,77.0,82.0,72.0,78.0,80.0,88.0,78.0,82.0,83.0,76.0,78.0,91.0,72.0,69.0,70.0,68.0,51.0,84.0,91.0,75.0,88.0,77.0,79.0,69.0,91.0,74.0,82.0,85.0,85.0,65.0,74.0,0.0,0.0,0.0,82.0,0.0
658,0.0,0.0,0.0,0.0,60.0,57.0,68.0,67.0,59.0,58.0,69.0,63.0,64.0,61.0,57.0,61.0,62.0,61.0,60.0,67.0,56.0,68.0,67.0,76.0,63.0,77.0,59.0,75.0,68.0,0.0,91.0,0.0,71.0,58.0,69.0,54.0,59.0,64.0,51.0,69.0,58.0,50.0,50.0,65.0,68.0,56.0,69.0,69.0,63.0,67.0,69.0,87.0,55.0,60.0,60.0,69.0,58.0,65.0,61.0,62.0,64.0,52.0,65.0,95.0,66.0,51.0,93.0,67.0,81.0,62.0,0.0,0.0,0.0,62.0,0.0
659,0.0,0.0,0.0,0.0,56.0,70.0,62.0,64.0,71.0,62.0,57.0,66.0,56.0,66.0,63.0,55.0,56.0,83.0,53.0,73.0,70.0,74.0,80.0,60.0,69.0,60.0,65.0,60.0,62.0,0.0,52.0,0.0,64.0,63.0,62.0,55.0,59.0,58.0,58.0,58.0,59.0,65.0,86.0,78.0,80.0,58.0,72.0,62.0,63.0,67.0,73.0,63.0,60.0,67.0,63.0,77.0,62.0,71.0,79.0,81.0,61.0,70.0,62.0,92.0,72.0,68.0,80.0,50.0,60.0,78.0,0.0,0.0,0.0,75.0,0.0
660,0.0,0.0,0.0,0.0,63.0,58.0,71.0,67.0,73.0,69.0,64.0,78.0,66.0,80.0,67.0,59.0,74.0,87.0,75.0,72.0,75.0,80.0,84.0,51.0,61.0,67.0,85.0,64.0,57.0,0.0,73.0,0.0,80.0,84.0,70.0,66.0,51.0,70.0,63.0,50.0,77.0,73.0,80.0,83.0,87.0,61.0,71.0,73.0,79.0,71.0,86.0,71.0,62.0,75.0,61.0,77.0,74.0,64.0,82.0,89.0,77.0,69.0,71.0,95.0,64.0,62.0,76.0,60.0,68.0,74.0,0.0,0.0,0.0,68.0,0.0
661,0.0,0.0,0.0,0.0,73.0,81.0,83.0,81.0,72.0,66.0,82.0,60.0,71.0,82.0,90.0,60.0,66.0,86.0,82.0,78.0,85.0,79.0,67.0,64.0,78.0,78.0,86.0,67.0,69.0,0.0,80.0,0.0,67.0,85.0,77.0,70.0,63.0,67.0,62.0,64.0,74.0,79.0,89.0,71.0,86.0,67.0,72.0,63.0,84.0,94.0,86.0,70.0,76.0,81.0,85.0,80.0,86.0,83.0,80.0,86.0,92.0,80.0,58.0,97.0,85.0,92.0,75.0,79.0,76.0,72.0,0.0,0.0,0.0,90.0,0.0
662,0.0,0.0,0.0,0.0,69.0,77.0,0.0,0.0,0.0,65.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,74.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,85.0,90.0,68.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,85.0,87.0,93.0,67.0,75.0,0.0,0.0,94.0,0.0,0.0
663,0.0,0.0,0.0,0.0,75.0,67.0,61.0,75.0,73.0,64.0,62.0,58.0,65.0,67.0,77.0,67.0,70.0,82.0,65.0,56.0,85.0,84.0,74.0,78.0,71.0,80.0,92.0,73.0,73.0,0.0,81.0,0.0,67.0,75.0,52.0,88.0,83.0,78.0,77.0,90.0,84.0,60.0,83.0,70.0,88.0,78.0,85.0,70.0,82.0,89.0,88.0,71.0,87.0,79.0,66.0,64.0,72.0,80.0,91.0,77.0,57.0,69.0,84.0,91.0,79.0,61.0,70.0,60.0,57.0,61.0,79.0,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,0.0,82.0,98.0,74.0,78.0,68.0,78.0,98.0,73.0,61.0,92.0,86.0,52.0,70.0,84.0,86.0,89.0,84.0,83.0,73.0,61.0,73.0,93.0,85.0,76.0,86.0,0.0,87.0,0.0,96.0,96.0,72.0,78.0,64.0,58.0,60.0,58.0,72.0,94.0,94.0,92.0,84.0,87.0,84.0,63.0,77.0,81.0,83.0,86.0,100.0,83.0,88.0,83.0,91.0,92.0,90.0,95.0,74.0,65.0,83.0,96.0,89.0,92.0,98.0,86.0,82.0,81.0,0.0,0.0,0.0,93.0,0.0
665,0.0,0.0,0.0,0.0,71.0,67.0,76.0,50.0,62.0,82.0,91.0,51.0,62.0,70.0,69.0,65.0,57.0,85.0,78.0,80.0,74.0,76.0,84.0,60.0,81.0,84.0,84.0,71.0,78.0,0.0,79.0,0.0,84.0,75.0,72.0,67.0,54.0,69.0,58.0,66.0,55.0,71.0,80.0,74.0,78.0,65.0,66.0,64.0,65.0,91.0,67.0,61.0,97.0,90.0,80.0,71.0,77.0,74.0,75.0,76.0,63.0,70.0,54.0,69.0,83.0,68.0,97.0,64.0,75.0,72.0,0.0,0.0,0.0,86.0,0.0
666,0.0,0.0,0.0,0.0,67.0,69.0,81.0,78.0,81.0,66.0,78.0,82.0,66.0,61.0,80.0,60.0,78.0,78.0,77.0,85.0,78.0,76.0,88.0,72.0,82.0,84.0,84.0,0.0,67.0,81.0,70.0,0.0,91.0,75.0,78.0,64.0,56.0,61.0,74.0,76.0,82.0,83.0,80.0,78.0,81.0,81.0,77.0,73.0,80.0,94.0,88.0,75.0,71.0,80.0,93.0,78.0,82.0,77.0,78.0,83.0,71.0,80.0,90.0,98.0,84.0,88.0,71.0,85.0,74.0,70.0,0.0,0.0,0.0,81.0,0.0
667,0.0,0.0,0.0,0.0,58.0,63.0,60.0,67.0,57.0,64.0,61.0,64.0,51.0,51.0,55.0,59.0,52.0,80.0,68.0,69.0,64.0,61.0,66.0,50.0,66.0,59.0,86.0,61.0,75.0,0.0,75.0,0.0,80.0,74.0,61.0,69.0,54.0,64.0,57.0,50.0,61.0,64.0,62.0,76.0,80.0,66.0,68.0,58.0,68.0,86.0,75.0,88.0,50.0,69.0,55.0,68.0,71.0,72.0,85.0,76.0,60.0,72.0,60.0,91.0,71.0,56.0,75.0,50.0,76.0,71.0,0.0,0.0,0.0,73.0,0.0
668,0.0,0.0,0.0,0.0,77.0,77.0,77.0,85.0,77.0,75.0,80.0,68.0,72.0,80.0,84.0,73.0,80.0,94.0,81.0,89.0,82.0,83.0,79.0,65.0,87.0,84.0,84.0,72.0,68.0,0.0,86.0,0.0,81.0,81.0,84.0,75.0,66.0,76.0,80.0,74.0,71.0,86.0,88.0,83.0,90.0,84.0,86.0,69.0,82.0,93.0,73.0,90.0,71.0,87.0,90.0,65.0,76.0,81.0,83.0,90.0,73.0,79.0,63.0,93.0,90.0,73.0,78.0,62.0,67.0,84.0,0.0,0.0,0.0,92.0,0.0
669,0.0,0.0,0.0,0.0,72.0,74.0,68.0,79.0,68.0,73.0,72.0,78.0,69.0,64.0,74.0,58.0,69.0,80.0,75.0,84.0,71.0,74.0,79.0,58.0,70.0,78.0,86.0,74.0,72.0,0.0,57.0,0.0,73.0,76.0,63.0,53.0,56.0,62.0,56.0,54.0,75.0,71.0,68.0,77.0,76.0,60.0,85.0,72.0,66.0,65.0,73.0,71.0,65.0,65.0,76.0,55.0,69.0,91.0,81.0,82.0,63.0,77.0,57.0,80.0,82.0,69.0,74.0,65.0,66.0,75.0,0.0,0.0,0.0,79.0,0.0
670,0.0,0.0,0.0,0.0,73.0,59.0,71.0,77.0,68.0,65.0,75.0,55.0,66.0,60.0,70.0,68.0,50.0,79.0,82.0,84.0,87.0,72.0,74.0,79.0,76.0,81.0,70.0,71.0,57.0,0.0,80.0,0.0,66.0,76.0,63.0,53.0,64.0,73.0,64.0,52.0,87.0,77.0,84.0,70.0,81.0,67.0,85.0,67.0,86.0,93.0,87.0,67.0,84.0,78.0,92.0,80.0,70.0,75.0,87.0,84.0,64.0,65.0,84.0,91.0,83.0,60.0,71.0,62.0,70.0,77.0,0.0,0.0,0.0,77.0,0.0
671,0.0,0.0,0.0,0.0,63.0,66.0,0.0,0.0,0.0,86.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.0,92.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,86.0,94.0,95.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
672,0.0,0.0,0.0,0.0,60.0,65.0,63.0,76.0,58.0,71.0,68.0,68.0,50.0,64.0,67.0,56.0,54.0,74.0,70.0,69.0,65.0,58.0,60.0,62.0,69.0,78.0,0.0,59.0,57.0,83.0,56.0,0.0,70.0,67.0,66.0,54.0,51.0,53.0,53.0,52.0,55.0,60.0,59.0,60.0,74.0,53.0,63.0,65.0,64.0,56.0,71.0,73.0,54.0,81.0,78.0,58.0,53.0,78.0,76.0,78.0,66.0,55.0,73.0,92.0,75.0,70.0,64.0,66.0,66.0,59.0,0.0,0.0,0.0,82.0,0.0
673,0.0,0.0,0.0,0.0,67.0,71.0,71.0,72.0,50.0,62.0,79.0,68.0,63.0,54.0,70.0,64.0,81.0,81.0,75.0,50.0,70.0,77.0,73.0,82.0,64.0,80.0,79.0,77.0,85.0,78.0,0.0,0.0,74.0,72.0,77.0,69.0,61.0,55.0,69.0,73.0,85.0,66.0,63.0,82.0,77.0,67.0,65.0,74.0,81.0,58.0,84.0,80.0,82.0,84.0,81.0,59.0,58.0,50.0,70.0,57.0,89.0,60.0,70.0,95.0,84.0,73.0,76.0,69.0,68.0,89.0,100.0,0.0,0.0,0.0,0.0
674,0.0,0.0,0.0,0.0,75.0,84.0,58.0,67.0,76.0,77.0,91.0,60.0,54.0,63.0,79.0,66.0,71.0,92.0,82.0,90.0,73.0,79.0,67.0,62.0,73.0,97.0,97.0,69.0,82.0,0.0,78.0,0.0,86.0,94.0,82.0,69.0,57.0,69.0,61.0,55.0,75.0,89.0,75.0,85.0,84.0,70.0,68.0,67.0,77.0,80.0,83.0,80.0,84.0,79.0,65.0,73.0,91.0,84.0,91.0,87.0,64.0,71.0,61.0,73.0,91.0,83.0,99.0,69.0,78.0,79.0,0.0,0.0,0.0,97.0,0.0
675,0.0,0.0,0.0,0.0,80.0,84.0,77.0,75.0,66.0,66.0,75.0,66.0,58.0,79.0,82.0,58.0,61.0,77.0,77.0,61.0,85.0,69.0,81.0,72.0,89.0,71.0,72.0,81.0,68.0,0.0,64.0,0.0,86.0,76.0,79.0,60.0,53.0,51.0,81.0,57.0,67.0,85.0,87.0,84.0,86.0,75.0,71.0,59.0,81.0,80.0,78.0,78.0,93.0,77.0,79.0,72.0,74.0,80.0,79.0,85.0,61.0,62.0,75.0,95.0,81.0,69.0,89.0,62.0,57.0,68.0,0.0,0.0,0.0,88.0,0.0
676,0.0,0.0,0.0,0.0,89.0,86.0,80.0,93.0,89.0,93.0,94.0,88.0,70.0,88.0,88.0,66.0,89.0,93.0,85.0,89.0,91.0,89.0,92.0,74.0,88.0,97.0,0.0,90.0,72.0,87.0,93.0,0.0,84.0,95.0,85.0,77.0,77.0,88.0,88.0,66.0,79.0,91.0,92.0,90.0,89.0,93.0,81.0,79.0,93.0,89.0,95.0,92.0,76.0,89.0,87.0,80.0,91.0,89.0,87.0,96.0,84.0,92.0,67.0,92.0,93.0,78.0,95.0,80.0,86.0,84.0,0.0,0.0,97.0,0.0,0.0
677,0.0,0.0,0.0,0.0,95.0,90.0,74.0,60.0,70.0,89.0,90.0,80.0,60.0,68.0,86.0,60.0,62.0,78.0,84.0,83.0,71.0,66.0,73.0,61.0,75.0,95.0,0.0,71.0,73.0,86.0,72.0,0.0,92.0,79.0,70.0,55.0,55.0,67.0,64.0,50.0,65.0,96.0,89.0,74.0,84.0,59.0,68.0,64.0,69.0,63.0,77.0,68.0,74.0,90.0,80.0,85.0,74.0,90.0,78.0,84.0,71.0,63.0,76.0,93.0,96.0,92.0,98.0,87.0,85.0,81.0,0.0,0.0,80.0,0.0,0.0
678,0.0,0.0,0.0,0.0,77.0,78.0,69.0,77.0,76.0,79.0,84.0,72.0,66.0,63.0,76.0,57.0,70.0,74.0,73.0,83.0,78.0,83.0,76.0,66.0,88.0,84.0,86.0,68.0,74.0,0.0,70.0,0.0,81.0,82.0,63.0,64.0,61.0,54.0,56.0,53.0,80.0,83.0,83.0,82.0,82.0,76.0,78.0,64.0,71.0,96.0,78.0,69.0,86.0,87.0,82.0,72.0,78.0,82.0,79.0,85.0,68.0,84.0,73.0,87.0,86.0,81.0,98.0,66.0,54.0,74.0,0.0,0.0,0.0,88.0,0.0
679,0.0,0.0,0.0,0.0,75.0,73.0,82.0,73.0,79.0,85.0,93.0,69.0,68.0,63.0,82.0,59.0,83.0,87.0,83.0,82.0,76.0,83.0,81.0,68.0,75.0,83.0,76.0,71.0,64.0,0.0,86.0,0.0,93.0,91.0,77.0,67.0,75.0,67.0,73.0,58.0,90.0,87.0,91.0,90.0,89.0,77.0,91.0,73.0,74.0,79.0,93.0,83.0,72.0,75.0,75.0,84.0,90.0,89.0,87.0,89.0,71.0,68.0,80.0,97.0,88.0,95.0,96.0,68.0,52.0,77.0,0.0,0.0,0.0,81.0,0.0
680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0,81.0,97.0,84.0,88.0,89.0,80.0,91.0,75.0,79.0,90.0,94.0,79.0,93.0,95.0,83.0,95.0,86.0,93.0,93.0,79.0,78.0,91.0,85.0,83.0,96.0,0.0,90.0,0.0,83.0,93.0,92.0,88.0,78.0,88.0,83.0,86.0,91.0,94.0,97.0,94.0,96.0,95.0,89.0,89.0,85.0,91.0,89.0,95.0,90.0,90.0,95.0,94.0,97.0,92.0,91.0,97.0,84.0,96.0,84.0,97.0,83.0,98.0,88.0,86.0,69.0,86.0,0.0,0.0,0.0,95.0,0.0
682,0.0,0.0,0.0,0.0,62.0,56.0,59.0,66.0,0.0,68.0,63.0,59.0,67.0,69.0,56.0,0.0,65.0,58.0,68.0,56.0,57.0,48.0,0.0,0.0,0.0,54.0,54.0,0.0,68.0,0.0,62.0,0.0,72.0,63.0,54.0,54.0,63.0,57.0,65.0,0.0,58.0,66.0,51.0,52.0,52.0,52.0,51.0,0.0,60.0,0.0,75.0,62.0,63.0,72.0,59.0,65.0,54.0,62.0,88.0,56.0,69.0,0.0,60.0,0.0,76.0,64.0,93.0,61.0,63.0,70.0,0.0,0.0,0.0,77.0,0.0
683,0.0,0.0,0.0,0.0,60.0,76.0,55.0,67.0,71.0,66.0,69.0,54.0,51.0,61.0,67.0,62.0,59.0,70.0,69.0,57.0,63.0,72.0,63.0,62.0,72.0,70.0,75.0,56.0,67.0,0.0,82.0,0.0,86.0,77.0,50.0,69.0,59.0,68.0,54.0,60.0,71.0,61.0,66.0,58.0,86.0,71.0,69.0,59.0,52.0,87.0,70.0,61.0,85.0,82.0,83.0,56.0,61.0,83.0,68.0,63.0,58.0,67.0,71.0,92.0,68.0,67.0,60.0,74.0,67.0,54.0,0.0,0.0,0.0,87.0,0.0
684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0,77.0,83.0,83.0,87.0,87.0,73.0,88.0,88.0,71.0,78.0,92.0,81.0,60.0,85.0,89.0,76.0,81.0,78.0,95.0,68.0,77.0,95.0,81.0,75.0,78.0,0.0,87.0,0.0,90.0,93.0,85.0,67.0,65.0,80.0,79.0,78.0,77.0,82.0,80.0,90.0,87.0,84.0,78.0,70.0,96.0,82.0,85.0,82.0,87.0,87.0,92.0,73.0,87.0,92.0,81.0,87.0,81.0,80.0,87.0,96.0,85.0,98.0,93.0,94.0,86.0,78.0,0.0,0.0,0.0,94.0,0.0
686,0.0,0.0,0.0,0.0,90.0,100.0,84.0,93.0,83.0,85.0,95.0,88.0,66.0,87.0,93.0,79.0,89.0,96.0,87.0,97.0,87.0,85.0,88.0,79.0,81.0,96.0,0.0,85.0,94.0,90.0,91.0,0.0,92.0,93.0,80.0,70.0,76.0,86.0,85.0,77.0,91.0,95.0,96.0,95.0,90.0,93.0,88.0,79.0,94.0,94.0,97.0,88.0,94.0,89.0,84.0,87.0,97.0,89.0,94.0,97.0,91.0,80.0,75.0,97.0,99.0,98.0,100.0,90.0,90.0,91.0,0.0,0.0,98.0,0.0,0.0
688,0.0,0.0,0.0,0.0,56.0,60.0,82.0,72.0,52.0,54.0,59.0,71.0,43.0,57.0,59.0,0.0,71.0,58.0,65.0,59.0,55.0,52.0,55.0,0.0,0.0,61.0,69.0,0.0,0.0,0.0,0.0,0.0,61.0,77.0,60.0,62.0,58.0,70.0,0.0,60.0,0.0,66.0,81.0,67.0,54.0,56.0,0.0,0.0,61.0,0.0,70.0,50.0,76.0,67.0,61.0,83.0,0.0,67.0,74.0,58.0,63.0,54.0,0.0,0.0,64.0,56.0,76.0,58.0,52.0,76.0,0.0,0.0,0.0,69.0,0.0
689,0.0,0.0,0.0,0.0,96.0,81.0,82.0,88.0,83.0,95.0,95.0,70.0,80.0,88.0,87.0,72.0,91.0,94.0,87.0,84.0,85.0,88.0,90.0,72.0,77.0,72.0,0.0,83.0,89.0,88.0,85.0,0.0,94.0,84.0,90.0,83.0,76.0,88.0,77.0,78.0,86.0,91.0,97.0,93.0,89.0,83.0,78.0,77.0,85.0,95.0,88.0,91.0,92.0,94.0,89.0,92.0,88.0,85.0,95.0,93.0,90.0,90.0,76.0,80.0,96.0,88.0,98.0,74.0,86.0,87.0,69.0,0.0,0.0,0.0,0.0
690,0.0,0.0,0.0,0.0,74.0,60.0,61.0,58.0,59.0,55.0,69.0,56.0,58.0,60.0,54.0,53.0,56.0,72.0,53.0,50.0,71.0,62.0,65.0,65.0,61.0,51.0,68.0,56.0,62.0,0.0,81.0,0.0,64.0,56.0,81.0,56.0,83.0,62.0,55.0,80.0,52.0,71.0,66.0,53.0,71.0,52.0,63.0,56.0,76.0,72.0,77.0,85.0,74.0,60.0,67.0,82.0,68.0,71.0,70.0,74.0,69.0,57.0,67.0,80.0,73.0,69.0,70.0,60.0,63.0,60.0,0.0,0.0,0.0,84.0,0.0
691,0.0,0.0,0.0,0.0,70.0,65.0,62.0,69.0,71.0,76.0,82.0,74.0,61.0,68.0,63.0,60.0,76.0,78.0,76.0,87.0,85.0,78.0,73.0,69.0,72.0,89.0,70.0,70.0,58.0,0.0,74.0,0.0,84.0,67.0,75.0,58.0,56.0,50.0,65.0,66.0,82.0,81.0,69.0,77.0,82.0,59.0,83.0,74.0,78.0,59.0,77.0,66.0,79.0,79.0,78.0,58.0,78.0,84.0,85.0,79.0,68.0,79.0,69.0,94.0,87.0,94.0,85.0,75.0,86.0,65.0,0.0,0.0,0.0,62.0,0.0
692,0.0,0.0,0.0,0.0,58.0,59.0,58.0,88.0,55.0,72.0,67.0,0.0,0.0,53.0,61.0,0.0,50.0,10.0,69.0,74.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,43.0,53.0,0.0,15.0,0.0,51.0,72.0,55.0,57.0,18.0,0.0,0.0,0.0,0.0,51.0,68.0,50.0,72.0,42.0,0.0,0.0,63.0,0.0,73.0,60.0,82.0,69.0,69.0,78.0,50.0,80.0,71.0,65.0,73.0,71.0,0.0,0.0,77.0,74.0,50.0,60.0,52.0,61.0,0.0,0.0,0.0,83.0,0.0
693,0.0,0.0,0.0,0.0,78.0,76.0,64.0,69.0,64.0,69.0,78.0,75.0,52.0,58.0,61.0,70.0,80.0,78.0,79.0,90.0,81.0,76.0,73.0,77.0,77.0,86.0,71.0,78.0,54.0,0.0,86.0,0.0,83.0,84.0,67.0,64.0,52.0,67.0,61.0,63.0,84.0,67.0,85.0,64.0,72.0,65.0,81.0,61.0,65.0,95.0,85.0,65.0,75.0,75.0,91.0,83.0,80.0,77.0,68.0,74.0,69.0,66.0,79.0,73.0,83.0,93.0,77.0,75.0,73.0,78.0,0.0,0.0,0.0,81.0,0.0
694,0.0,0.0,0.0,0.0,72.0,86.0,76.0,83.0,59.0,77.0,86.0,80.0,56.0,63.0,68.0,61.0,67.0,86.0,86.0,86.0,88.0,69.0,79.0,63.0,76.0,88.0,82.0,79.0,62.0,0.0,83.0,0.0,90.0,87.0,64.0,64.0,61.0,72.0,58.0,62.0,82.0,83.0,88.0,77.0,85.0,79.0,84.0,65.0,78.0,94.0,81.0,60.0,97.0,90.0,93.0,81.0,79.0,81.0,81.0,80.0,68.0,80.0,63.0,98.0,86.0,88.0,79.0,85.0,73.0,74.0,0.0,0.0,0.0,91.0,0.0
695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,88.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,65.0,74.0,60.0,69.0,0.0,90.0,0.0,0.0,0.0,0.0
696,0.0,0.0,0.0,0.0,76.0,66.0,63.0,55.0,62.0,80.0,77.0,55.0,62.0,51.0,58.0,50.0,57.0,75.0,71.0,71.0,73.0,65.0,69.0,57.0,68.0,82.0,86.0,62.0,59.0,0.0,82.0,0.0,79.0,71.0,67.0,52.0,52.0,58.0,50.0,73.0,54.0,63.0,82.0,51.0,81.0,66.0,56.0,69.0,56.0,89.0,56.0,67.0,94.0,87.0,90.0,70.0,70.0,76.0,67.0,59.0,57.0,76.0,75.0,69.0,83.0,62.0,82.0,67.0,81.0,67.0,0.0,0.0,0.0,63.0,0.0
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,85.0,99.0,65.0,85.0,0.0,74.0,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0,85.0,79.0,72.0,90.0,87.0,84.0,70.0,69.0,76.0,85.0,83.0,63.0,73.0,86.0,73.0,77.0,77.0,80.0,89.0,65.0,90.0,86.0,84.0,68.0,70.0,86.0,0.0,0.0,73.0,87.0,76.0,78.0,67.0,77.0,78.0,73.0,84.0,81.0,87.0,81.0,84.0,84.0,82.0,67.0,78.0,86.0,93.0,82.0,78.0,90.0,92.0,79.0,78.0,84.0,86.0,85.0,59.0,84.0,59.0,92.0,85.0,74.0,90.0,66.0,72.0,76.0,0.0,0.0,0.0,87.0,0.0
701,0.0,0.0,0.0,0.0,96.0,98.0,82.0,94.0,85.0,87.0,90.0,92.0,65.0,82.0,79.0,76.0,88.0,86.0,95.0,90.0,83.0,87.0,89.0,76.0,79.0,100.0,0.0,76.0,97.0,78.0,85.0,0.0,92.0,78.0,79.0,81.0,65.0,84.0,76.0,66.0,82.0,91.0,89.0,87.0,86.0,84.0,87.0,85.0,87.0,84.0,88.0,94.0,96.0,86.0,98.0,91.0,90.0,92.0,85.0,91.0,84.0,87.0,69.0,94.0,83.0,96.0,85.0,85.0,83.0,0.0,78.0,0.0,0.0,88.0,0.0
